255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,66,66,66,66,66,66,66,66,66
67,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,66,66,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67,67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67,67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,3
67,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,66
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67,67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,3
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67,67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,66,66,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,67
67,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,66,66,255,255,255,255,255,66,66,66,66,66,66,66,66,67
66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,66,66,66,66,66,66,66,66,66

